2021-09-17 12:31:17,327 ERROR Could not find element by: By.XPath: /html/body/div[2]/div[2]/div[5]/div[4]/div[1]/div[9]/div/div[1]/div/div/div[1]/div[3]/div[1]/div[2]/div[3]/form/span/span/input
2021-09-17 12:31:17,934 INFO Launching browser
2021-09-17 12:31:22,418 INFO Exit
2021-09-17 12:31:31,494 INFO Logged Suucessfully
2021-09-17 12:31:34,493 INFO Launching browser
2021-09-17 12:31:39,279 INFO Exit
2021-09-17 12:31:45,101 ERROR Product not found
2021-09-17 12:31:51,917 ERROR field not found
2021-09-17 12:31:56,235 INFO Launching browser
2021-09-17 12:32:00,719 INFO Exit
2021-09-17 12:32:07,442 INFO New account created successfully
